Chemicals_ID,Name,length,PMID
C044555,(Pro-Pro-Gly),1,[9707343]
C023970,"), B(2) (",1,[12502318]
D005461,)F,1,[17815194]
D011059,)PO,1,[22840702]
D004161,"1,6-diphenyl-1,3,5-hexatriene",1,[1543716]
C004348,1-O-hexadecylglycerol,1,[8727645]
C033433,1-O-octadecylglycerol,1,[8727645]
C000614963,129I,1,[11827122]
C000614989,137Caesium,1,[10568266]
C000614989,137Cs,1,[10568266]
C000615229,13C,3,"[10724166, 11588258, 16959888]"
C000615234,14C,1,[1190762]
D000072317,"2,3,7,8-tetrachlorodibenzo-p-dioxin",2,"[19682678, 14987864]"
C094417,"2,3-di-O-phytanyl-sn-glycerol",1,[9680332]
C484217,"2,4,6-tribromoanisole",1,[19192777]
C028519,"2,6-dimethylnaphthalene",1,[18430013]
D008623,2-ME,1,[16607523]
C008229,2-ketogluconate,1,[19625435]
C027384,2-methylnaphthalene,1,[18430013]
D007656,2-oxoglutarate,1,[9707343]
C000615187,239Pu,1,[14654285]
C000615188,240Pu,1,[14654285]
C097300,3-Cyclohexylaminopropanesulfonic acid,1,[21321442]
D008748,3-MC,1,[22900608]
C104371,3-O-[(R)-1-carboxyethyl]-D-glucuronic acid,1,[8823906]
D020155,3-hydroxybutyrate,1,[19625435]
C000615311,32P,1,[29314978]
D014316,3H,2,"[12024238, 10568292]"
C000615206,3He,1,[10568292]
C007293,"4',6'-diamidino-2-phenylindole",1,[16332791]
C038193,4-hydroxybenzoate,1,[19625435]
C060809,4C,1,[1125858]
D019830,5'-N-ethylcarboxamidoadenosine,1,[29314978]
D012701,5-HT,1,[8877814]
C578082,5-methoxysterigmatocystin,1,[21119680]
C000615389,60Fe,2,"[15525065, 18851357]"
D000244,ADP,2,"[29314978, 11170013]"
D006841,AH,1,[18478171]
C003125,AMP,1,[10879855]
D000249,AMP,1,[16269773]
D000255,ATP,8,"[1319350, 24227320, 12819275, 18699783, 12740368, 8617264, 2931439, 22843576]"
D000255,ATPS,1,[20382244]
D000085,Acetate,1,[12892124]
C032159,Acetonitrile,1,[14533712]
D000241,Adenosine,1,[29314978]
D000362,Agar,1,[9818352]
D000535,Al,4,"[11508629, 21414636, 16607523, 17792748]"
D000409,Ala,1,[16598154]
C002956,Ala-Ala,1,[23012370]
D000423,Alcian blue,1,[18387836]
D000473,Alkane,1,[19943883]
C000615298,Aluminum-26,1,[17792748]
C025033,Am-N,1,[11571157]
D000641,Ammonia,2,"[23263870, 19712334]"
D064751,Ammonium,1,[7545383]
D000968,Antimycin A,1,[17166225]
C098980,Aplidin,1,[17153351]
D001128,Ar,1,[15092824]
D001120,Arginine,1,[12882969]
D006841,Aromatic Hydrocarbon,1,[18478171]
D006841,Aromatic hydrocarbon,1,[11372653]
D001151,Arsenic,1,[20483434]
C015001,Arsenite,1,[19160816]
D001151,As,2,"[18583004, 22371038]"
D001224,Asp,1,[20686828]
D001241,Aspirin,1,[16950076]
D000068258,Avastin,1,[22461855]
C517827,BDE 100,1,[19192777]
C038809,BP,1,[22187459]
D019289,BTs,2,"[12398406, 16205985]"
D001464,Ba,3,"[18224315, 22840702, 18583004]"
C561363,Benzoxacystol,1,[21505471]
D001729,Bi,1,[18583004]
D001966,Br,1,[22222829]
D001959,Bromate,1,[22840702]
D002244,C,8,"[22355782, 16348900, 17277228, 20547357, 17493812, 21687717, 20890848, 21688032]"
D002244,C(,1,[20547357]
C438934,C-glycoside,1,[22304344]
C400149,C1,1,[15761691]
C058899,C4,1,[21861153]
C014024,CB 153,1,[12685756]
D002104,CD,1,[23057655]
D017402,CFCs,1,[17802088]
C028213,CHAPS,1,[18051271]
D002248,CO,3,"[19801465, 22554535, 18790866]"
D002245,CO(2),26,"[12517981, 21097932, 21829635, 21695118, 22180817, 22449300, 21282152, 23263870, 21831420, 18833277, 20687053, 11060226, 16894174, 16348606, 16791191, 22554535, 16761196, 22678287, 17812165, 17576518, 22130603, 20615296, 18790866, 19381756, 17759647, 18664583]"
D002245,CO2,29,"[21673885, 15136755, 11589224, 10724166, 17901296, 21831420, 23449845, 18626013, 16971489, 20508128, 15265029, 9734046, 11598290, 12892124, 16836112, 22554535, 17839929, 8000284, 12148643, 16959888, 1190762, 12013430, 16119857, 18852090, 11008691, 20615296, 14742457, 16758861, 20140649]"
D003035,COBALT,1,[16589635]
C041069,COO,1,[19477106]
D003300,COPPER,1,[16589635]
D002586,CS,1,[23261779]
D002104,CS-DS,1,[23261779]
D000069285,Ca2+,6,"[18353634, 9680298, 12740368, 19353881, 18051271, 18461394]"
D002119,CaCO(3),3,"[21282152, 23272075, 22130603]"
D002122,CaCl(2),1,[18758902]
D002122,CaCl2,2,"[18353634, 15490156]"
C544384,Caboxamycin,1,[19198633]
D002104,Cadmium,1,[9563946]
D002118,Calcium,2,"[9676240, 17746622]"
D002142,Californium,1,[6841092]
D002241,Carbohydrates,1,[16926183]
D002244,Carbon,10,"[10846161, 17754037, 17839368, 24213898, 11598290, 18219285, 17847309, 16304953, 16347420, 10766240]"
D002248,Carbon Monoxide,1,[17733619]
D002245,Carbon dioxide,2,"[18626013, 20140649]"
D002254,Carbonate,2,"[17790802, 17806804]"
D002338,Carotenoid,1,[11118939]
D002338,Carotenoids,1,[16577777]
C017721,Casamino Acids,1,[16345220]
C017721,Casamino acids,1,[10319484]
D002104,Cd,9,"[11508629, 7167812, 20725529, 18097639, 21414636, 17229317, 16307081, 22371038, 16607523]"
C028213,Chaps,1,[16607523]
D002686,Chitin,1,[21235167]
D002706,Chlordane,1,[12398406]
D002706,Chlordanes,1,[10901654]
D002712,Chloride,1,[3837033]
D011078,Chlorobiphenyls,1,[17839567]
D017402,Chlorofluorocarbon,1,[10550046]
C034482,Cho,1,[14600400]
D002784,Cholesterol,2,"[4927014, 15964230]"
C529041,Ciliatamides A-,1,[18257536]
C000599013,Citharoxazole,1,[21761452]
D003035,Co,8,"[11482651, 17464071, 18097639, 848952, 18583004, 16607523, 15066859, 21184121]"
D002245,Co2+,1,[18051271]
C017144,Coelenterazine,3,"[19833098, 14583508, 15515099]"
D003300,Copper,1,[16289233]
D002857,Cr,1,[18583004]
C581652,Cristaxenicin A,1,[23057655]
D002586,Cs,4,"[18986686, 12782476, 16876294, 10879855]"
D003300,Cu,17,"[20483434, 11508629, 11341702, 11482651, 7167812, 17464071, 18097639, 848952, 21414636, 18583004, 17229317, 16348799, 15747087, 22371038, 16607523, 15066859, 11693652]"
D003903,D,1,[23170085]
D003903,D-[,1,[17734142]
C030691,D: -Gluconate,1,[21359849]
C007293,DAPI,2,"[15134883, 16332791]"
C056189,DBT,1,[12387391]
D003634,DDT,4,"[10901654, 19682678, 11833489, 23202382]"
D003634,DDTs,8,"[20169415, 19837437, 12398406, 10901654, 10705542, 17963791, 19682678, 11833489]"
C027493,DHA,2,"[7968276, 14577669]"
D004281,DHA,3,"[16535638, 15694592, 20549377]"
C024629,DMP,1,[18651216]
D004121,DMSO,1,[17220442]
D004161,DPH,1,[1543716]
C059372,DPT,1,[12387391]
D003903,DS,1,[23261779]
D004229,DTT,1,[16607523]
C025953,Da,1,[12147080]
D004147,Dioxins,1,[20169415]
D004221,Disulfiram,1,[30290491]
D004229,Dithiothreitol,1,[9676240]
D004281,Docosahexaenoic acid,1,[16535638]
D004492,EDTA,10,"[26059140, 17994287, 9676240, 9680298, 15747087, 17900925, 16607523, 504363, 19888572, 18051271]"
D015118,EPA,3,"[16535638, 18398463, 21518217]"
C100219,EPS,1,[18353634]
C408363,ES285,1,[17153351]
D004540,Es,1,[16836112]
D004492,Ethylenediaminetetraacetic acid,1,[9676240]
C414562,FOG,1,[2939274]
D005227,Fatty Acid,1,[16348900]
D005227,Fatty acid,1,[15694592]
D007501,Fe,15,"[18224315, 21695118, 11508629, 11341702, 11482651, 17778805, 12732565, 17464071, 22840702, 21414636, 22834904, 17229317, 15747087, 11693652, 21184121]"
D007501,FeS,1,[12732565]
D005557,Formaldehyde,1,[16307087]
D005557,Formalin,1,[17802356]
D037741,Fullerenes,1,[12804366]
D005650,Fumarate,1,[16348934]
C010680,G418,1,[19002837]
D006025,GAG,1,[23261779]
D006160,GTP,1,[29314978]
C094791,Gamma-indomycinone,1,[7623040]
D005973,Gln,1,[10719183]
D018698,Glu,1,[10525676]
D005947,Glucose,1,[9676240]
D005998,Glycine,2,"[25575382, 14676368]"
D006017,Glycolipid,1,[20547357]
D006027,Glycosides,2,"[12502318, 10075759]"
D006108,Graphite,1,[12804366]
D003903,H(2),7,"[22180817, 23263870, 16348606, 18163871, 17576518, 19381756, 19689705]"
D003903,H(2)S,1,[16348606]
D003903,H2,10,"[9680332, 23449845, 20370917, 9734046, 12892124, 18699783, 12148643, 22469147, 12013430, 14742457]"
D003903,H2S,5,"[9680332, 16797459, 11536615, 16119857, 10224031]"
D006581,HCB,7,"[12398406, 10901654, 10705542, 19682678, 11833489, 23202382, 22751780]"
D001556,HCHs,1,[12398406]
D001639,HCO(3),1,[21209665]
D001639,HCO3,1,[18699783]
D006851,HCl,5,"[11482651, 22840702, 17900925, 11693652, 15292952]"
D006371,He,3,"[675876, 12804366, 15092824]"
C038949,Heliox,1,[14594044]
D006371,Helium,3,"[17817428, 13098641, 17802550]"
C000615206,Helium-3,1,[17829270]
D008628,Hg,6,"[11508629, 11341702, 23178837, 17229317, 22371038, 16607523]"
D006639,His,2,"[16598154, 10719183]"
D006838,Hydrocarbon,3,"[11543277, 18478171, 20736401]"
D006859,Hydrogen,3,"[16348606, 10731600, 10568292]"
D006862,Hydrogen sulfide,1,[14742457]
D017665,Hydroxyl radical,1,[17810867]
D007532,Ile,1,[15596722]
D007455,Iodine,1,[11827122]
C103341,Irgarol 1051,1,[19680591]
D007495,Iridium,1,[18964014]
D007501,Iron,3,"[22435065, 17833982, 17752213]"
D007532,Isoleucine,1,[17751312]
D011189,KCl,1,[19544039]
C516606,Kahalalide,1,[17153351]
D007616,Kaolinite,1,[17734497]
D007737,Kynurenine,1,[1397130]
C030641,LAS,1,[22006264]
D008054,LPO,1,[20640522]
D007930,Leu,2,"[15596722, 7857197]"
D058116,Lewis acid,1,[22441203]
D008055,Lipid,4,"[10904864, 16329971, 9148682, 22140426]"
D008055,Lipids,1,[9560807]
C017475,Lucifer Yellow,1,[15677861]
D008274,MG,1,[16347302]
C042455,MK-6,2,"[17329768, 18684121]"
C517284,MMP,1,[18651216]
C070243,MTT,1,[17551210]
D008274,Magnesium,2,"[17813084, 15689218]"
D008345,Manganese,4,"[17753598, 17790381, 17749926, 17799981]"
C578642,Marthiapeptide A,1,[23215246]
D020926,Medetomidine,1,[19110694]
D008550,Melatonin,1,[8877814]
D024482,Menaquinone,1,[18326567]
D008628,Mercury,3,"[19666179, 15292952, 9652127]"
D008715,Met,1,[7857197]
D008697,Methane,3,"[15198039, 17787481, 24213898]"
D008274,Mg,9,"[18224315, 21805065, 11508629, 18175939, 22840702, 22834904, 17314978, 22222829, 15747087]"
D015636,MgCl2,1,[18541011]
D009020,Morphine,1,[21760818]
D009584,N,8,"[17615243, 21209665, 22916172, 20890848, 27068208, 11697249, 23226143, 15092824]"
C013195,N-(phosphonacetyl)-L-aspartate,1,[10037695]
D000117,N-acetyl-d-glucosamine,1,[16345148]
C002315,N-alpha-acetyllysine,1,[12486458]
C048599,N6-cyclopentyladenosine,1,[29314978]
C024376,NAADP,1,[17959608]
D009243,NADH,2,"[29314911, 11170013]"
D009532,NICKEL,1,[16589635]
D012965,NaCl,40,"[18541011, 11759050, 10591014, 11425725, 10758895, 16133656, 15970992, 10086845, 15938401, 12768456, 18034228, 18758902, 14657132, 22675595, 14502418, 21845199, 11594610, 11372653, 12892124, 19941025, 10843076, 18175711, 17329768, 12148643, 17267951, 8520110, 19544039, 12579377, 2932452, 19406803, 11750818, 16525471, 19002649, 12147080, 12486460, 16119857, 20228216, 14742457, 7545383, 19060085]"
D009532,Nickel,1,[15439302]
D009566,Nitrate,4,"[22180817, 9680332, 22469147, 18326567]"
D009570,Nitrile,3,"[9783174, 14533712, 11759050]"
D009573,Nitrite,1,[22469147]
D009584,Nitrogen,3,"[16945841, 27068208, 19833965]"
D010100,O(2),3,"[21832128, 12819275, 19689705]"
D010100,O2,12,"[11589224, 10724166, 9680332, 675876, 23765884, 6818206, 9707343, 11413650, 2678665, 11536615, 29314949, 234502]"
D006843,OC,1,[11833489]
D009821,Oil,1,[16592185]
D006843,Organochlorine,3,"[12398406, 17963791, 11833489]"
D006843,Organochlorines,1,[10901654]
D010100,Oxygen,19,"[12517981, 21753044, 11541238, 11076735, 17813734, 17731593, 8662480, 17818162, 21831420, 17800159, 17754037, 16050043, 17412954, 17798303, 17730814, 29314949, 29304574, 14601411, 17791613]"
D010758,P,4,"[12517981, 11508629, 21687717, 11697249]"
D010758,P),1,[21376366]
D011478,PA,1,[19888572]
D011084,PAH,7,"[19873754, 19062646, 22260053, 16321403, 18445026, 20228216, 18430013]"
D011084,PAHs,5,"[23127723, 22260053, 18445026, 20541320, 18430013]"
C013195,PALA,1,[10037695]
D055768,PBDE,3,"[17580701, 17118876, 23202382]"
D055768,PBDEs,5,"[19837437, 19192777, 17580701, 17118876, 23202382]"
D011078,PCB,8,"[20169415, 10901654, 406672, 19682678, 14987864, 17118876, 8060172, 23202382]"
C067940,PCB105,1,[14987864]
D011078,PCBs,15,"[20169415, 10705541, 19837437, 12398406, 10901654, 12685756, 17963791, 19682678, 11833489, 14987864, 17118876, 8060172, 23202382, 18351072, 22751780]"
C076994,PFOS,1,[19680591]
D010743,PL,1,[1217333]
C093415,PO2,3,"[6818206, 918411, 234502]"
C063613,PT,1,[16205985]
C063613,PTs,1,[19680591]
D010984,PTs,1,[16205985]
D005231,PUFA,3,"[15694592, 16189794, 20549377]"
D011478,Pa,1,[17799557]
D007854,Pb,12,"[18986686, 20483434, 11341702, 11482651, 7167812, 18097639, 21414636, 16348799, 19362761, 22371038, 21126753, 11693652]"
D010165,Pd,1,[21414636]
C076994,Perfluorooctane sulfonate,1,[19680591]
D010504,Periodic Acid,1,[18387836]
D010649,Phe,1,[7857197]
D010710,Phosphate,1,[21376366]
D010716,Phosphatidylinositol,1,[15964230]
D010743,Phospholipid,1,[16535638]
D010758,Phosphorus,1,[16794077]
C032279,Phthalic acid,1,[4393820]
D010984,Platinum,1,[17783054]
D011005,Plutonium,1,[14654285]
D011059,Po,1,[21126753]
C093415,Po2,1,[29314949]
D055768,Polybrominated diphenyl ethers,2,"[19192777, 17580701]"
D011078,Polychlorinated biphenyl,3,"[19682678, 14987864, 8060172]"
D011078,Polychlorinated biphenyls,3,"[406672, 11833489, 14987864]"
D011078,Polychlorobiphenyls,1,[12685756]
D011084,Polycyclic aromatic hydrocarbon,1,[19062646]
D011134,Polysaccharides,1,[12355321]
D011188,Potassium,1,[17746622]
D011422,Propionate,1,[19625435]
C497795,Pseudostichoposide B,1,[15595615]
D011005,Pu,3,"[18986686, 20403651, 14654285]"
D017382,ROS,1,[11076735]
D012413,Rb,2,"[20483434, 18583004]"
C504731,Rhodamine phalloidin,1,[3378667]
D013455,S,2,"[11508629, 11482651]"
D012967,SDS,12,"[16845565, 10591019, 17126562, 10081955, 9680298, 16607523, 17552251, 16926183, 19002649, 17995604, 16189794, 18051271]"
D012967,SDs,1,[8045314]
C443440,SO,1,[2939274]
C042995,SP-B,1,[15964230]
D012643,Se,2,"[16015263, 17229317]"
C025614,Sephadex G,1,[2882764]
C025614,Sephadex G-100,1,[504363]
C025614,Sephadex G-75,1,[18051271]
C025614,Sephadex LH-20,1,[22363223]
D012825,Si,2,"[11508629, 18758902]"
D012822,Silica,1,[21941585]
D058428,Silica gel,1,[18422956]
D017640,Silicate,1,[17818544]
D012825,Silicon,1,[18758902]
D013241,Sterigmatocystins,1,[21119680]
D013431,Sulfate,5,"[15136755, 11589224, 17472645, 17831655, 22203820]"
D013440,Sulfide,4,"[19730970, 27768499, 17798279, 15066859]"
D013447,Sulfite,1,[19730970]
D013455,Sulfur,5,"[12443924, 21960986, 17839368, 22469147, 16347420]"
D013431,Sulphate,1,[9734024]
C484217,TBA,1,[19192777]
C011559,TBT,3,"[12387391, 19680591, 11833489]"
C027647,TBT,1,[16205985]
D014238,TCA,2,"[22040283, 16758861]"
D014280,TG,1,[14600400]
C005855,TMAO,6,"[12443924, 12115917, 25575382, 17220442, 11170013, 17252516]"
C026677,TPT,2,"[12387391, 16205985]"
C030665,TPT,1,[19680591]
D013779,Tetrodotoxin,2,"[16348162, 19665158]"
D013910,Th,2,"[17799557, 8520439]"
D013885,Thiosulfate,1,[19730970]
C514237,Thiotaurine,1,[9436533]
D013910,Thorium,1,[17744412]
D013912,Thr,3,"[9676240, 15596722, 10525676]"
D014025,Ti,1,[11508629]
D014280,Triacylglycerols,1,[6518760]
C005855,Trimethylamine N-oxide,1,[12443924]
C005855,Trimethylamine oxide,1,[11170013]
D017830,Triton X-100,4,"[18224315, 16607523, 18773201, 18051271]"
C411644,Trizol,1,[21044647]
D014364,Trp,2,"[18977758, 22362652]"
D014414,Tungsten,1,[9734046]
D011136,Tween,2,"[14657132, 18051271]"
D011136,Tween 20,2,"[18224315, 16607523]"
D011136,Tween 80,4,"[18773201, 20228216, 20228212, 18051271]"
D014508,Urea,1,[25575382]
D014639,V,1,[20483434]
D014633,Val,2,"[16598154, 15596722]"
D014801,Vitamin A,1,[22072996]
D013831,Vitamin B1,1,[22072996]
D012256,Vitamin B2,1,[22072996]
D009536,Vitamin B3,1,[22072996]
D014867,WATER,1,[17750993]
D014867,Water,34,"[20805986, 21432276, 11323666, 18227517, 19829317, 17742965, 21611159, 11341702, 17753956, 17802088, 10846161, 12420966, 17734497, 21748268, 17759715, 17790825, 11827122, 12024255, 15155944, 11518963, 22575964, 21072199, 17412954, 18328553, 15616560, 16307081, 17314978, 11739949, 11309613, 14969445, 12637739, 16189794, 17465119, 15870315]"
D014990,Xylan,1,[9680298]
D015032,Zn,14,"[18224315, 20483434, 11508629, 11341702, 11482651, 17464071, 18097639, 21414636, 17229317, 16348799, 22371038, 16607523, 15066859, 11693652]"
D014316,[3H],1,[12024238]
C042552,acenaphthene,1,[18430013]
D000085,acetate,13,"[16418793, 22822404, 16348879, 9680332, 18699783, 12732953, 19625435, 12013430, 16348934, 18627412, 10872082, 7545383, 16758861]"
D019342,acetic acid,3,"[26059140, 20967244, 7869380]"
C032159,acetonitrile,1,[14533712]
D000105,acetyl-CoA,1,[22040283]
D000166,acridine,1,[7857197]
D005989,acylglycerol,1,[17252516]
D000241,adenosine,5,"[2543729, 19730970, 16269773, 22203820, 17734142]"
D000362,agar,8,"[10356995, 16349450, 20016676, 18450701, 20233381, 23411445, 16348934, 20686828]"
D012685,agarose,2,"[16347638, 15490156]"
D000376,agmatine,1,[12882969]
D000409,alanine,4,"[17753956, 14676368, 12486460, 16348934]"
D000423,alcian blue,1,[8318223]
D000438,alcohol,2,"[8089877, 9658237]"
D000438,alcohols,1,[10086845]
D000447,aldehydes,1,[16307087]
D000464,alginate,2,"[19941025, 19002649]"
D000473,alkane,5,"[19943883, 18087672, 21510391, 18062265, 15879252]"
D000473,alkanes,1,[15879252]
D007532,alloisoleucine,1,[17751312]
C011512,alpha-naphthoflavone,1,[17839567]
D000535,aluminum,2,"[22352335, 17815318]"
D000577,amides,2,"[14533712, 19201976]"
D000617,aminoglycoside,2,"[18460796, 20460694]"
D000641,ammonia,12,"[20402778, 21209665, 21748268, 19712334, 17774405, 22695863, 20668488, 21394432, 19397679, 22695860, 10872082, 21597940]"
D064751,ammonium,7,"[22180817, 23449845, 21491114, 22469147, 12571018, 14742457, 16758861]"
C003125,ammonium phosphomolybdate,1,[10879855]
D000645,ammonium sulfate,1,[9680298]
D000641,amo,1,[22695860]
D000667,ampicillin,2,"[10086845, 8520110]"
D000687,amylopectin,1,[9676240]
D000688,amylose,1,[9676240]
C027132,ans,1,[1217333]
C034020,anthracene,1,[18430013]
D000880,anthraquinone,1,[7623040]
D000968,antimycin A,1,[17166225]
D001089,arabinose,1,[10758895]
C085118,arabinoxylan,1,[11963894]
D016718,arachidonic acid,3,"[15694592, 22886517, 20549377]"
D002119,aragonite,2,"[21611159, 17819041]"
D001120,arginine,7,"[17753956, 15265029, 15908251, 20016676, 17146838, 12882969, 10037695]"
D001128,argon,3,"[17769540, 17809131, 12804366]"
D006841,aromatic hydrocarbons,1,[11372653]
D001151,arsenic,3,"[20483434, 18841325, 19160816]"
C015001,arsenite,2,"[18841325, 19160816]"
D001205,ascorbate,1,[9707343]
D001216,asparagine,1,[19181663]
D001224,aspartate,1,[16348934]
D001224,aspartic acid,3,"[17753956, 15908251, 14676368]"
D001241,aspirin,2,"[16950076, 21282496]"
C005948,astaxanthin,1,[11118939]
C033433,batyl alcohol,1,[8727645]
D000537,bauxite,1,[22795490]
D001554,benzene,4,"[8579820, 7613006, 22717885, 18286224]"
C014356,benzonitrile,1,[14533712]
C561363,benzoxacystol,1,[21505471]
D048588,benzoxazine,1,[21505471]
D001583,benzoxazole,2,"[21761452, 19198633]"
C030796,benzylamine,1,[9148611]
D001608,beryllium,1,[11739949]
D015091,beta-alanine,1,[12443924]
D020155,beta-hydroxybutyrate,1,[12486460]
D047090,beta-lactam,1,[23255440]
D047090,beta-lactams,1,[23255440]
D001622,betaine,2,"[12443924, 12486460]"
D000068258,bevacizumab,1,[22461855]
D001639,bicarbonate,3,"[11482651, 21831420, 16347420]"
C054842,bisucaberin,1,[22051782]
D001895,boron,1,[21097932]
C006798,brilliant green,1,[19696343]
D001959,bromate,1,[22840702]
D002077,butorphanol,1,[19110694]
C544384,caboxamycin,1,[19198633]
D002104,cadmium,2,"[12635296, 16307081]"
D002586,caesium,1,[10568266]
